PUBCHEM_CID,canonical_smiles,standard_value_nM,Standard Type,activity_class
42724193.0,CC(CCCN(CC1=CC=CC=C1OC)C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])NC3=C4C(=CC(=C3)OC)C=CC=N4,1204.0,EC50,0
45488453.0,C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(C4=CC=C(C=C4)Br)O.Cl,253.9,EC50,1
6544565.0,CCN1CC=C2[C@H](C1)[C@H](C(C(=C2C#N)N)(C#N)C#N)C3=CC=C(S3)C,1678.0,EC50,0
1179668.0,CCOC(=O)C1CCN(CC1)C(=O)C2=C(OC3=C2C(=O)C4=CC=CC=C4C3=O)C,200.7,EC50,1
6712509.0,CC(=NNC(=S)N)C(=NNC(=S)N)C,572.0,EC50,1
3098611.0,CCC1=C(C(C2=C(N1)CCCC2=O)C3=CC(=C(C=C3)OC)Br)C(=O)OCC,1072.0,EC50,0
2055247.0,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC4=CC=CC=C4S3,1250.0,EC50,0
2914405.0,CC(=O)N(C1=CC(=CC=C1)F)C2=C(C(=O)C3=CC=CC=C3C2=O)N4CCCCC4,146.2,EC50,1
416034.0,C1CN=C(N1)C2=CC=C(C=C2)NC(=O)NCCCCCCCCNC(=O)NC3=CC=C(C=C3)C4=NCCN4,85.4,EC50,1
1080944.0,CC1=NN=C(N1C2=CC=C(C=C2)F)SCC(=O)NCC3=CC=CO3,8950.0,EC50,0
135971348.0,C1CN(CCC1NCC2=C(C=CC(=C2)C3=NC=CN=C3)O)CC4=CC=CC=C4,385.0,EC50,1
45488455.0,COC1=C(C=C(C=C1)C2=NC(=CN=C2N)C3=CC=NC=C3)OC,35.8,EC50,1
45488456.0,CCCCCCCC(C1=CC=C(C=C1)OCC)(C(CN2CCCCC2)C3=CC=CC=C3)O.Cl,1183.0,EC50,0
45488457.0,C1CC2=CC=CC=C2N(C1)C(=O)CN3C=CC(=N)C4=CC=CC=C43.Cl,1493.0,EC50,0
3119182.0,C1=CC=C(C=C1)C(C2=C(C=CC(=C2)Br)NC(=O)C3=CC=CC=C3Br)NCC(=O)NN,342.0,EC50,1
22431832.0,CCC1=NN2C(=CC(=NC2=N1)C)NCCC3=CC=CC(=C3)C,334.0,EC50,1
45488458.0,CC(C)NC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC3CCCCC3)Cl,476.0,EC50,1
3551779.0,COC1=CC(=CC(=C1)C(=O)NCC2=NNC(=S)N2C3=CC(=CC=C3)Cl)OC,565.0,EC50,1
1255184.0,CCOC(=O)C1=C(N(N=N1)C2=NON=C2N)C3=CC(=C(C=C3)OC)OC,513.0,EC50,1
3132433.0,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC(=C(C=C3)OC)OC)C4=CC(=CC=C4)Cl)C(=O)OC5CCCC5,201.3,EC50,1
45488459.0,CCCCCC(=O)OC1=CC=CC=C1C2=C(N3C=CC(=CC3=N2)C)NC(C)(C)CC(C)(C)C,703.0,EC50,1
4103741.0,CCC1CCCCN1S(=O)(=O)C2=CC(=CC3=C2N(CC3)C(=O)C4CC4)Br,2844.0,EC50,0
45488460.0,CCCNC(=O)N1CCC2(CC1)CC(=O)C3=C(O2)C=CC(=C3)C,870.0,EC50,1
2946841.0,C1=CC=C2C(=C1)C(=CN2)CCNC3=C4C=CC=CC4=NC5=CC=CC=C53,86.0,EC50,1
45488461.0,C1CCC(CC1)CN2CCC(CC2)OC3=C(C=C(C=C3)C(=O)NCC4=CC=CS4)Cl,719.0,EC50,1
16033596.0,CCOC(=O)C1=C(NC(=C1S(=O)(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C4=C(C=CC(=C4)C)C)C)C,231.4,EC50,1
2865851.0,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC(=CC=C5)F,86.7,EC50,1
52946621.0,CN(C)C1=C(C=CC(=N1)C2=C(C=CC(=C2)OC)OC)C(=O)N3CCN(CC3)CC=CC4=CC=CC=C4,94.60000000000001,EC50,1
941580.0,C1CC2=[N+](C=C(N2C1)C3=CC=C(C=C3)Cl)CC4=CC=CC=C4Cl,784.0,EC50,1
3519584.0,C1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC(=CC=C4)Cl,427.0,EC50,1
45488462.0,CC1=NC(=NC2=CC(=C(C=C12)OC)OC)N=C(N)N.Cl,24.389999999999997,EC50,1
814552.0,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)C)N=NN(C)C,181.10000000000002,EC50,1
45488463.0,CCCCCCCCN1C(=[N+](C2=C1C=C(C=C2)Cl)CC)C.[I-],139.0,EC50,1
3626082.0,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)OC(=O)C5=CC=CO5,35.7,EC50,1
45488464.0,C1CCC2=NC3=C(C=C(C=C3)NC(=O)CC(=O)N4CCOCC4)C(=O)N2CC1,10010.0,EC50,0
72812.0,C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5,329.0,EC50,1
45488465.0,CCCCNC(=O)C(C1=CC(=CC=C1)OC)N2C(C(=O)NC3=C(C2=O)C=C(C=C3)OCCC4=CC(=CC=C4)OC)CO,110.0,EC50,1
826058.0,CCCC1=C(NC2=CC=CC=C2C1=O)C,630.0,EC50,1
3127328.0,COC1=CC=CC=C1C(=O)ON=C(CC2=CC=CC3=CC=CC=C32)N,352.0,EC50,1
2851140.0,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2NN=NC4=NC5=CC=CC=C5N4CC6=CC=CC=C6,85.4,EC50,1
45488466.0,C1CN(CCC1OC2=C(C=C(C=C2)C(=O)NCC3=CC=CO3)Cl)CC4=CC=NC=C4,683.0,EC50,1
45488467.0,CCCNC(=O)C1=CC(=C(C=C1)OC2CCN(CC2)CC3CCCCC3)Cl,287.1,EC50,1
13295827.0,CCOC(=O)C1=C(C2=CC=CC=C2N=C1)NCCCN(C)C.Cl,198.1,EC50,1
135441618.0,CC(=NC1=C(C=C(C=C1)OC)OC)C2=C(C3=CC=CC=C3C2=O)O,1268.0,EC50,0
5292129.0,CC\1=NOC(=O)/C1=C\C2=CC=CS2,1250.0,EC50,0
2837687.0,CC1=CC(=C(C=C1)C)N2C(=O)CC(C2=O)CC3=CC=C(C=C3)Cl,1250.0,EC50,0
45488468.0,CCC(C1=NC2=C(C=CC(=C2)Cl)C(=O)N1CC)N(CC)C(=O)C3=CC4=CC=CC=C4C=C3,1220.0,EC50,0
45488469.0,CC(C)CNC1=NC(=NC=C1C(=O)NCC2=CC=CC=C2)NCCCN3CCCC3,664.0,EC50,1
22333872.0,CCOC(=O)C1=CN=C2C(=C1NC3=C(C=C(C(=C3)C)Cl)OC)C=CC=C2OC,539.0,EC50,1
45488470.0,CCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3OC)C(=O)C4=CC5=CC=CC=C5C=C4,752.0,EC50,1
3095103.0,CC(C)CC(=O)OC1C(C2=C(C=CC(=C2O)C=CC(=O)N3CCCCC3)OC1(C)C)N4CCCCC4,2601.0,EC50,0
2391700.0,C1=CC=C2C(=C1)C(=NS(=O)(=O)C3=CC=CS3)C=C(C2=O)NC4=CC=C(C=C4)O,590.0,EC50,1
3149664.0,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCOCC4)S(=O)(=O)N5CCN(CC5)C,1250.0,EC50,0
3152045.0,CC1=CC(=CC(=C1)OCC(=O)N2C(CC(=N2)C(C)C)(C(F)(F)F)O)C,1746.0,EC50,0
2177096.0,C1CC1C(=O)N2C=C(C3=CC=CC=C32)C(=O)C(F)(F)F,1367.0,EC50,0
3093649.0,CC1=C(C(C(=C(N1C2=CC=C(C=C2)N(C)C)C)C(=O)OC)C3=CC=C(C=C3)Br)C(=O)OC,1250.0,EC50,0
5781405.0,CC[N+]1=C(N(C2=C1C=C(C=C2)Cl)C3=CC=CC=C3)/C=C/C=C\4/C(C5=CC=CC=C5N4C)(C)C,1501.0,EC50,0
45488471.0,CC1=CC(=C(C=C1)OC)N2C(=O)C3=CC=CC=C3N=C2C(C)N(CC4=CC=CC=C4)C(=O)NC5=CC(=CC=C5)OC,1240.0,EC50,0
5086795.0,COC1=CC(=CC(=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NC4CCCCC4)OC,1250.0,EC50,0
881551.0,CCCN1C2=CC=CC=C2N=C1C3=CC(=CC=C3)Br,1138.0,EC50,0
4165800.0,C1CN(CCC1NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])CC3=CC=CC=C3,476.0,EC50,1
23992485.0,COC1=CC=C(C=C1)C2(C(=O)NC(=O)N2)CC3=CC=CC=C3,1339.0,EC50,0
2253313.0,CC1=CC=C(C=C1)C2=NC(=O)/C(=C/C3=CC(=C(C(=C3)OC)OC)OC)/S2,1250.0,EC50,0
2879421.0,C1=CC=C(C=C1)C2=C[N+]3=C(N2CC(=O)C4=CC=CC=C4)SC=C3.[Br-],517.0,EC50,1
45488473.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C(F)(F)F)(OC)F,1549.0,EC50,0
1459215.0,CCOC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CC=C3OC)C(=O)C,1739.0,EC50,0
4655174.0,C1COCCN1CCCNC2=NC(=NC(=C2)C3=CN=CC=C3)C4=CC=NC=C4,1079.0,EC50,0
5710980.0,COC1=C(C=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OCC4=CC=CC=C4,728.0,EC50,1
44171223.0,CC(=O)NCCNC(=O)C1=CC(=CC(=C1)S(=O)(=O)N(C)C)NCC2=C(C(=CC=C2)OC)OC,431.0,EC50,1
45488474.0,C1CCN(C1)CC(C2=CC=CC=C2)NC(=O)NC3=CC(=CC=C3)OC4=CC=CC=C4.C(=O)(C(F)(F)F)O,704.0,EC50,1
23605633.0,CN1C2=C(N=C1N3CCN(CC3)C(=O)NC4=C(C=C(C=C4)F)F)N(C(=O)N(C2=O)C)C,1250.0,EC50,0
3335917.0,C1CC(CCC1CN2C(=O)C3=CC=CC=C3NC2=S)C(=O)N4CCC(=CC4)C5=CC=CC=C5,964.0,EC50,1
45488476.0,CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCCC4=CC=CC=C4,602.0,EC50,1
5717511.0,CC(=CCC/C(=C/CC(C)(C)C1N(CCO1)C(=O)C)/C)C,806.0,EC50,1
45488477.0,CC(CCCC(C)(C)O)NC1=NC(=CN=C1)C2=CC=C(C=C2)C(=O)N,1250.0,EC50,0
4614056.0,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(C=C5)NC(=O)C6=CC=C(C=C6)[N+](=O)[O-],1049.0,EC50,0
1247119.0,CCN(CC)C1=CC(=C(C=C1)C2N(CCN2CC3=CC=CC=C3)CC4=CC=CC=C4)O,2361.0,EC50,0
4939312.0,CCCCCCOC1=CC=C(C=C1)NC(=O)C2=CC=CO2,1391.0,EC50,0
42724195.0,CC1=C(C=C(C=C1)C(=O)N(CCCC(C)NC2=C3C(=CC(=C2)OC)C=CC=N3)CC4=CC=CC=C4OC)[N+](=O)[O-],873.0,EC50,1
3125027.0,C1C=CC2C1C(NC3=C2C4=CC=CC=C4C=C3)C5=C(C=C(C=C5)Cl)Cl,1250.0,EC50,0
45488478.0,COC1=C(C=C(C(=C1)C(=O)C2=CC=C(C=C2)C(F)(F)F)NC(=O)C(F)(F)F)OC,1135.0,EC50,0
1224012.0,CC(C)CC1=CC=C(C=C1)/C=C/C(=O)NC2CC2,913.0,EC50,1
135440409.0,CCN1C(=NN(C1=S)CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)C5=CC=C(C=C5)O,1250.0,EC50,0
3406365.0,CCOC1=CC=CC=C1NC(=O)CN2CCN(CC2)C(=O)C3=CC=CO3,5460.0,EC50,0
3138205.0,CCOC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC3=C2N=CC=C3,1694.0,EC50,0
45488479.0,CN1C\2CCC1/C(=C/C3=CSC=C3)/C(=O)/C2=C/C4=CSC=C4,1296.0,EC50,0
199862.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN3CCCC3)O,1250.0,EC50,0
193196.0,CCN(CC)CCCC(C)NC1=C2C(=NC3=C1C=CC(=C3)Cl)C=CC(=N2)OC.Cl,744.0,EC50,1
5780002.0,CCN(CC)C1=CC=C(C=C1)/C=C/C23C(C4=C(N2CCC(=O)N3)C=CC(=C4)C)(C)C,1622.0,EC50,0
52942999.0,C1C(C(=O)N(C1=O)C2=C(C=CC(=C2)Cl)Cl)S/C(=N/N=CC3=CC(=CC=C3)[N+](=O)[O-])/N,1250.0,EC50,0
45488480.0,CCCN[P+](CC(C)C)(NCCC)NCCC,210.9,EC50,1
45488481.0,C1CN(CC1NC2=NSC3=CC=CC=C32)C(=O)C(CC4=CC=CC=C4)N.C(=O)(C(F)(F)F)O,1114.0,EC50,0
2303607.0,C1=CC=C(C(=C1)C=NNC(=O)COC2=CC(=CC=C2)Br)F,1250.0,EC50,0
2909142.0,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)OC(=O)C4=CC=CO4)C(=O)OCC=C,12360.0,EC50,0
45488483.0,CCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3OC)C(=O)C4=CC=C(C=C4)Cl,878.0,EC50,1
1389656.0,CC1=NN=C2N1C3=C(C4=C(S3)CCC4)C(=O)N2C5=CC=CC=C5OC,1250.0,EC50,0
45488484.0,COC1=CC(=C(C=C1)C(=O)N[C@@H]2C[C@H](N(C2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC)OC,590.0,EC50,1
3098392.0,CC(C)(C)NCC(CCC(CNC(C)(C)C)C(=O)C1=CC=C(C=C1)OC)C(=O)C2=CC=C(C=C2)OC,1121.0,EC50,0
45488485.0,CN(CC1=CC(=C(C(=C1)OC)OC)OC)C2=CC3=C(C=C2)N=C(N=C3N)N,7.31,EC50,1
45488486.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC(=CC=C3)Cl)NC4=CN=CC=C4,618.0,EC50,1
4110693.0,CCOC(=O)C1=C(SC2=C1CCC2)NC(=O)CSC3=NN=C(N3C4=CC=CC(=C4)C)CNC(=O)C5=CC=CC(=C5)C,1595.0,EC50,0
857739.0,CC(C)N1C(=NN=N1)CN2CCN(CC2)C3=CC=CC=C3F,1477.0,EC50,0
45488487.0,CN(C)CCCNC1=NC=C(C(=N1)NCCC2=CC(=C(C=C2)OC)OC)C(=O)NCC3=CC=CC=C3,605.0,EC50,1
45488488.0,COC1=CC=CC=C1CNC2=NC=C(C(=N2)NCCC3=CC=CC=C3)C(=O)NCCCN4CCCC4=O,213.60000000000002,EC50,1
2978756.0,C1C(C2=CC3=C(C=C2NC1=O)OCO3)C4=CC(=CC=C4)[N+](=O)[O-],10190.0,EC50,0
5291475.0,C1=C2C(=NC(=C1Cl)Br)NC(=O)N2,1250.0,EC50,0
3743697.0,C1=CC(=CC(=C1)Cl)OC2=CC(=CC(=C2)OC3=CC=C(C=C3)C(=O)NC4=NC=C(C=C4)Br)[N+](=O)[O-],1250.0,EC50,0
610612.0,CCOC(=O)N=NC1=C2C(=NC3=NONC3=N2)C4=CC=CC=C41,1446.0,EC50,0
45488489.0,COC(=O)[C@@H]1C[C@H](CN1CC(C2=CC=CC=C2)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4F,1065.0,EC50,0
45488490.0,C[C@@H](C1=CC=CC=C1)NC2=NC(=CN=C2)C3=CC(=CC=C3)OC(F)(F)F,264.1,EC50,1
135514385.0,CC1=C(SC(=C1N=NC2=CC=C(C=C2)S(=O)(=O)O)NC(=O)C)C,1153.0,EC50,0
3695870.0,CC(=NOC(=O)C1=CC=CC=C1)C(C)(C)N(C)C(=O)OC,1619.0,EC50,0
746189.0,C1=CC=C(C=C1)C2=NC3=NN=NN3C4=C2C=C(C=C4)Cl,1250.0,EC50,0
45129079.0,C1=CC=C(C=C1)C(=O)CSC2=C(N=C(O2)C3=CC=C(C=C3)Cl)[P+](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6,851.0,EC50,1
3425111.0,CCOP(=O)(C(C1=CC=C(C=C1)C)O)OCC,1250.0,EC50,0
555873.0,CC1(CC(=NC2=NON=C2N1)C3=CC=CC=C3)C4=CC=CC=C4,586.0,EC50,1
17155322.0,COC1=C(C=CC(=C1)CNCCCN2C=CN=C2)OCC3=CC=CC=C3,1250.0,EC50,0
16811825.0,COC1=CC(=CC(=C1)N2C(=O)C3=C(C=CS3)N(C2=O)CC(=O)C4=CC=C(C=C4)F)OC,1250.0,EC50,0
45488492.0,CCCNC(=O)CSC1=NC(=C(C(=O)N1C)CC2=CC=CC=C2)C,1279.0,EC50,0
767898.0,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)O)Cl,640.0,EC50,1
45488493.0,CN1CCC(CC1)N[C@@H]2C[C@H](N(C2)CC3=CC=CC=C3Cl)C(=O)N4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F,1250.0,EC50,0
10207753.0,C[N+]1=C(C=CC=C1/C=C/C2=CC=C(C=C2)N(C)C)/C=C/C3=CC=C(C=C3)N(C)C.[I-],210.10000000000002,EC50,1
45488494.0,C1CN(CCN1C2=CC=CC3=C2C(=O)N(C3=O)CC4=CC=CC=N4)C(=O)CC5=C(C=C(C=C5)F)Cl,1250.0,EC50,0
787841.0,CC(C)C1=CC=C(C=C1)OCC(=O)NN=CC2=CC(=CC=C2)[N+](=O)[O-],1250.0,EC50,0
45488495.0,CC1CCCCN1CCCNC2=NC=C(C(=N2)NCC3CCCCC3)C(=O)NCC(C)C,434.0,EC50,1
1103558.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC3=CC=C(C=C3)OC,1250.0,EC50,0
987995.0,C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)Br,662.0,EC50,1
45488496.0,CCC1=CC=C(C=C1)C(=O)N2CCCN3C=CC=C3C2C4=CC=C(C=C4)C(C)(C)C,1250.0,EC50,0
13007266.0,C1=CC=C(C=C1)C2=NC(=C(N=C2C3=CC=C(C=C3)C4=NC(=C(N=C4C5=CC=CC=C5)C#N)C#N)C#N)C#N,1612.0,EC50,0
4320874.0,COC1=C(C=C(C=C1)CCNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCC4(CC3)OCCO4)F)OC,1250.0,EC50,0
45488497.0,CCN1CCCC1CNC2=C3C=C(C=CC3=NC=C2C(=O)OCC)OCC,740.0,EC50,1
45105627.0,COC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)OC,1250.0,EC50,0
5406077.0,COC1=CC=CC=C1/C=C/CN2CCN(CC2)C3=CC=CC=N3,1629.0,EC50,0
3577248.0,CCN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NCCC(C)C,1250.0,EC50,0
2792766.0,CC1=C(C(N2C(=NC=N2)N1)C3=CC(=C(C=C3)OC)OC)C(=O)N,380.0,EC50,1
5334245.0,C1=CC=C2C(=C1)C(=CN2CC3=C(C=C(C=C3)Cl)Cl)/C=C(\C#N)/C4=NC5=CC=CC=C5N4,315.2,EC50,1
42726447.0,COC1=CC=C(C=C1)N(CCCNC(=O)CCl)C(=O)NC2=CC(=CC=C2)Cl,1596.0,EC50,0
45488498.0,C1=CC=C(C(=C1)C(C2=CN=CC=C2)OCC(=O)NCCN)Cl,1250.0,EC50,0
15037624.0,C1=CC=C(C=C1)CSC2=NC3=C(N2)C=NC=C3,1250.0,EC50,0
2840610.0,CC1=CC2=C(C=C1)N(C(C(=S)C2=C3SC(=C(S3)C(=O)OC)C(=O)OC)(C)C)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],371.0,EC50,1
45488499.0,C1CCCN(CC1)CC2=C(C=CC(=C2)C3=NC=CC=N3)OCC(=O)NCC4=CC=CC=C4C(F)(F)F,1250.0,EC50,0
45049763.0,CCCCCCN(CCCCCC)CC(C1=CC(=NC2=C(C=C(C=C12)C)C)C3=CC=C(C=C3)Cl)O.Cl,7130.0,EC50,0
773694.0,CC1=C(C=CC=C1Cl)NC(=O)C2=C(N=CC=C2)Cl,1250.0,EC50,0
45488500.0,CC1=CC(=C(C(=C1CSC(=N)N)C)CSC(=N)N)C.Cl,1115.0,EC50,0
45488501.0,CCC(C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F)N(CCC4=CC=CC=C4)C(=O)COC5=CC=CC=C5,1026.0,EC50,0
45488502.0,CCC(=O)C1=C(N(C2=C1C=C(C=C2)O)C3=CC=C(C=C3)Br)C,769.0,EC50,1
1125100.0,COC1=C(C=C(C=C1)Br)S(=O)(=O)N2CCCC3=CC=CC=C32,9950.0,EC50,0
3754886.0,COC(=O)C1=C(ON=C1C2=C(C=CC=C2Cl)Cl)C=CNC3=CC=CC=C3,12500.0,EC50,0
18554704.0,CC1=CC=C(C=C1)C(=O)C(C)[N+]2=CC=C(C=C2)N(C)C.[Cl-],438.0,EC50,1
692546.0,COC1=CC=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl,1250.0,EC50,0
45488503.0,CCOC1=CC=C(C=C1)NC(=O)N(CCC(C)C)C(C)C2=NC3=CC=CC=C3C(=O)N2C4=C(C(=CC=C4)Cl)C,1196.0,EC50,0
45488504.0,CCCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC(=CC=C3)Cl)C(=O)COC4=CC=C(C=C4)Cl,433.0,EC50,1
2731244.0,CC1=C(C(=C(C(=C1C)C)CNC(=S)NN)C)C,4090.0,EC50,0
45488505.0,CC(=O)NC1=CC2=C(C=C1)NC(=O)[C@@H](N(C2=O)C(C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC4CCCCC4)C5=CC=CC=C5,1250.0,EC50,0
4493768.0,COC1=CC(=C(C=C1)OC)NC(=O)C2=C3N=C(C=C(N3N=C2)C(F)(F)F)C4=CC(=C(C=C4)OC)OC,1250.0,EC50,0
45488506.0,CC(C)CNC(=O)C1=CN=C(N=C1NC2CCCC2)NCCC3CCCN3C,908.0,EC50,1
45488507.0,CCCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC(=CC=C3)Cl)C(=O)C4=CC5=CC=CC=C5C=C4,1250.0,EC50,0
45488508.0,CCN1CCCC1CNC(=O)CN2C(=O)C3=CC4=CC=CC=C4N3CC(=N2)C5=CC=CC=C5,1250.0,EC50,0
45215346.0,C1C[C@@]23[C@@H](C[C@H](N2C1)C4=CC5=NON=C5C=C4)CN(C3=O)C6=CC=CC=C6,2368.0,EC50,0
4640943.0,COC1=CC=C(C=C1)CC(=O)NC2=C(C3=C(S2)CCCC3)C(=O)NC4=CC=CC5=CC=CC=C54,1250.0,EC50,0
2428953.0,CCC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],7670.0,EC50,0
20861483.0,CC1=C(C2(CCCCC2)OC1=O)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,1617.0,EC50,0
750614.0,COC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C3=CC=CC=N3)OC,1250.0,EC50,0
15995068.0,COC1=C(C=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NCC(=O)NC4=NC5=CC=CC=C5S4)Cl,1250.0,EC50,0
135536290.0,CC(C)C1=CC=C(C=C1)/C=C/2\C(=O)NC(=NC3=CC=CC=C3)S2,1004.9999999999999,EC50,0
135536290.0,CC(C)C1=CC=C(C=C1)/C=C/2\C(=O)NC(=NC3=CC=CC=C3)S2,479.0,EC50,1
45488509.0,CCCCNC(=O)C(/C=C/C)N1[C@H](C(=O)NC2=C(C1=O)C=C(C=C2)NC(=O)C)CCC(=O)O,1503.0,EC50,0
2807480.0,C1=CC=C2C(=C1)C3=C(C4=C2C(C(=C(O4)N)C#N)C5=CC=C(C=C5)F)OC(=C(C3C6=CC=C(C=C6)F)C#N)N,4090.0,EC50,0
666965.0,C1=CC=C(C=C1)C2=NOC(=N2)CCCC(=O)NCC3=CN=CC=C3,1767.0,EC50,0
3107644.0,COC1=CC=C(C=C1)C2=C(C3(C4C(C2(C3=O)C5=CC=CC=C5)C(=O)N(C4=O)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=C(C=C8)OC,1395.0,EC50,0
5350579.0,COC1=C(C=C(C=C1)/C=C/C(=O)NC(=O)C2=CC=CC=C2O)OC,1080.0,EC50,0
5236165.0,CCCCN1C2=C(N=C1N=NC3=C(NC4=CC=CC=C43)O)N(C(=O)NC2=O)C,1595.0,EC50,0
23881219.0,C1CCC2=C(C1)C3=C(N=C(N=C3S2)CC4=CC=CC=C4)NCC5=CC6=C(C=C5)OCO6,1250.0,EC50,0
45488510.0,CCCN(CC1CC1)C(=O)C2CCCN(C2)C3=CC=CC4=C3C(=O)N(C4=O)CC5=CC(=C(C(=C5)OC)OC)OC,1250.0,EC50,0
3092839.0,CCCCCCN1C2=C(CCC2)C(=N)C3=CC=CC=C31,681.0,EC50,1
2968792.0,CC1=CC=C(C=C1)S(=O)(=O)N2CCCCC2C(=O)OC,1250.0,EC50,0
45488511.0,C[C@@H]1CC2CCC(O2)C(C(=O)OC(CC3CCC(O3)C(C(=O)O[C@@H](CC4CCC(O4)C(C(=O)OC(CC5CCC(O5)C(C(=O)O1)C)C)C)C)C)C)C,645.0,EC50,1
3625962.0,CC1=CC2=NC3=C(C=C2C=C1)C=C(S3)C(=O)NC(C)C,989.0,EC50,1
3107538.0,CC1=CC=C(C=C1)S(=O)(=O)NC(=NS(=O)(=O)C2=CC=C(C=C2)C)C3=CC=CC=C3,11180.0,EC50,0
4558088.0,COC1=CC=C(C=C1)C2=CN(C(=N2)SCC(=O)NC3=CC=CC=C3)C4=CC=C(C=C4)OC,11180.0,EC50,0
22589910.0,COC(=O)C1=CC=CC=C1NC(=O)CSC2=NC3=C(C(=O)N2CCN4CCCC4)SC=C3,11180.0,EC50,0
4391660.0,COC1=CC(=C(C=C1)OC)NC(=O)CSC2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)Cl,11180.0,EC50,0
3819974.0,C1C2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=C(C=C5)C(=O)O,11180.0,EC50,0
1308757.0,CC1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)I,11180.0,EC50,0
18572320.0,CC1=CC(=NC(=N1)SCC2=CC(=O)C(=CO2)OC(=O)C3=CC=CC=C3Br)C,11180.0,EC50,0
135495724.0,CC(=O)NC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)NC(=O)C)C8=CC=CC=C8,6950.0,EC50,0
2253201.0,C1=CC=C(C=C1)/C=C(/C(=O)NN=CC2=CC(=C(C=C2)O)O)\NC(=O)C3=CC=CC=C3,1250.0,EC50,0
1886200.0,CCOC(=O)C1=C(SC2=C1CC(SC2)(C)C)NC(=O)CCC(=O)OC,650.0,EC50,1
4193350.0,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)F,8109.999999999999,EC50,0
